店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
D,20010420,165934,1000166,00024D,0000475,1,11,1101,110135,1067,106705,243,440,1,440,243,197,20014
A,20010420,112702,1000177,00273A,0000542,1,13,1301,130139,1893,189300,343,544,1,544,343,201,20014
B,20010420,165934,1000186,00024B,0000475,1,11,1101,110135,1067,106705,243,316,7,2212,1701,511,20014
C,20010420,165934,1000154,00024C,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73,20014
D,20010420,165934,1000166,00024D,0000222,1,14,1403,140307,0080,008001,228,297,1,297,228,69,20014
A,20010420,165934,1000175,00024A,0000222,1,14,1403,140307,0080,008001,228,297,1,297,228,69,20014
B,20010420,165934,1000186,00024B,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,20014
A,20010420,165934,1000175,00024A,0000406,1,11,1106,110603,1789,178902,485,631,1,631,485,146,20014
B,20010420,165934,1000186,00024B,0000491,1,13,1304,130497,0578,057800,377,491,5,2455,1885,570,20014
A,20010420,165934,1000175,00024A,0000044,1,11,1121,112197,0013,001301,276,359,7,2513,1932,581,20014
B,20010420,165934,1000186,00024B,0000044,1,11,1121,112197,0013,001301,276,359,1,359,276,83,20014
A,20010420,165934,1000175,00024A,0000475,1,11,1101,110135,1067,106705,243,316,1,316,243,73,20014
B,20010420,165934,1000186,00024B,0000480,1,13,1301,130131,1492,149206,320,416,4,1664,1280,384,20014
A,20010420,165934,1000175,00024A,0000339,1,11,1105,110501,1285,128501,430,559,1,559,430,129,20014
B,20010420,110026,1000187,00195B,0000212,1,14,1406,140663,1043,104301,514,669,1,669,514,155,20014
A,20010420,165934,1000175,00024A,0000491,1,13,1304,130497,0578,057800,377,631,1,631,377,254,20014
B,20010420,110026,1000187,00195B,0000525,1,11,1101,110105,0956,095603,140,182,1,182,140,42,20014
A,20010420,165934,1000175,00024A,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20014
B,20010420,110026,1000187,00195B,0000424,1,11,1111,111113,1484,148401,226,351,3,1053,678,375,20014
C,20010421,105125,1000158,00222C,0000323,1,14,1406,140697,1714,171400,327,514,4,2056,1308,748,20014
D,20010421,141908,1000169,00144D,0000548,1,11,1115,111503,1207,120700,305,397,4,1588,1220,368,20014
A,20010421,105125,1000180,00222A,0000263,1,14,1401,140103,0983,098300,336,437,4,1748,1344,404,20014
B,20010421,141908,1000190,00144B,0000409,1,13,1301,130125,1033,103300,333,475,1,475,333,142,20014
C,20010421,141908,1000157,00144C,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20014
D,20010421,105125,1000170,00222D,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79,20014
A,20010421,105125,1000180,00222A,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79,20014
B,20010421,105125,1000191,00222B,0000243,1,14,1403,140301,1525,152504,187,244,3,732,561,171,20014
C,20010421,105125,1000158,00222C,0000400,1,11,1112,111209,1444,144403,252,459,1,459,252,207,20014
D,20010421,105125,1000170,00222D,0000263,1,14,1401,140103,0983,098300,336,437,5,2185,1680,505,20014
A,20010421,105125,1000180,00222A,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20014
B,20010421,105125,1000191,00222B,0000400,1,11,1112,111209,1444,144403,252,328,5,1640,1260,380,20014
C,20010421,105125,1000158,00222C,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57,20014
D,20010421,105125,1000170,00222D,0000400,1,11,1112,111209,1444,144403,252,411,1,411,252,159,20014
A,20010421,105125,1000180,00222A,0000323,1,14,1406,140697,1714,171400,327,525,1,525,327,198,20014
B,20010421,105125,1000191,00222B,0000310,1,14,1404,140403,1148,114803,298,388,5,1940,1490,450,20014
C,20010421,105125,1000158,00222C,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79,20014
D,20010421,105125,1000170,00222D,0000323,1,14,1406,140697,1714,171400,327,606,4,2424,1308,1116,20014
A,20010421,105125,1000180,00222A,0000400,1,11,1112,111209,1444,144403,252,328,1,328,252,76,20014
B,20010421,105125,1000191,00222B,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79,20014
C,20010421,141908,1000157,00144C,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20014
D,20010421,105125,1000170,00222D,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20014
A,20010421,105125,1000180,00222A,0000243,1,14,1403,140301,1525,152504,187,244,1,244,187,57,20014
B,20010421,105125,1000191,00222B,0000263,1,14,1401,140103,0983,098300,336,560,6,3360,2016,1344,20014
C,20010421,105125,1000158,00222C,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101,20014
D,20010421,112303,1000168,00113D,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160,20014
A,20010421,112303,1000178,00113A,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
B,20010421,105125,1000191,00222B,0000323,1,14,1406,140697,1714,171400,327,445,6,2670,1962,708,20014
C,20010421,112303,1000156,00113C,0000573,1,13,1301,130127,0779,077901,190,247,5,1235,950,285,20014
D,20010421,112303,1000168,00113D,0000248,1,13,1301,130137,0340,034000,373,485,1,485,373,112,20014
A,20010421,112303,1000178,00113A,0000288,1,11,1108,110807,1001,100100,461,600,1,600,461,139,20014
B,20010421,112303,1000189,00113B,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160,20014
C,20010421,112303,1000156,00113C,0000224,1,11,1111,111101,1568,156800,448,802,1,802,448,354,20014
D,20010421,141908,1000169,00144D,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20014
A,20010421,112303,1000178,00113A,0000573,1,13,1301,130127,0779,077901,190,247,1,247,190,57,20014
B,20010421,141908,1000190,00144B,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20014
C,20010421,112303,1000156,00113C,0000446,1,11,1115,111503,0931,093101,328,427,6,2562,1968,594,20014
D,20010421,112303,1000168,00113D,0000288,1,11,1108,110807,1001,100100,461,600,1,600,461,139,20014
A,20010421,112303,1000178,00113A,0000248,1,13,1301,130137,0340,034000,373,485,6,2910,2238,672,20014
B,20010421,112303,1000189,00113B,0000248,1,13,1301,130137,0340,034000,373,485,1,485,373,112,20014
C,20010421,112303,1000156,00113C,0000248,1,13,1301,130137,0340,034000,373,485,1,485,373,112,20014
D,20010421,112303,1000168,00113D,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
A,20010421,112303,1000178,00113A,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160,20014
B,20010421,112303,1000189,00113B,0000573,1,13,1301,130127,0779,077901,190,294,5,1470,950,520,20014
C,20010421,112303,1000156,00113C,0000605,1,13,1302,130297,0207,020700,531,691,1,691,531,160,20014
D,20010421,112303,1000168,00113D,0000224,1,11,1111,111101,1568,156800,448,583,1,583,448,135,20014
A,20010421,112303,1000178,00113A,0000224,1,11,1111,111101,1568,156800,448,583,1,583,448,135,20014
B,20010421,112303,1000189,00113B,0000288,1,11,1108,110807,1001,100100,461,600,1,600,461,139,20014
C,20010421,112303,1000156,00113C,0000288,1,11,1108,110807,1001,100100,461,600,1,600,461,139,20014
D,20010421,141908,1000169,00144D,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
A,20010421,141908,1000179,00144A,0000415,1,11,1115,111503,1902,190200,357,465,5,2325,1785,540,20014
B,20010421,112303,1000189,00113B,0000224,1,11,1111,111101,1568,156800,448,583,1,583,448,135,20014
C,20010421,141908,1000157,00144C,0000433,1,14,1497,149797,0227,022700,416,541,3,1623,1248,375,20014
D,20010421,141908,1000169,00144D,0000409,1,13,1301,130125,1033,103300,333,433,6,2598,1998,600,20014
A,20010421,141908,1000179,00144A,0000548,1,11,1115,111503,1207,120700,305,602,1,602,305,297,20014
B,20010421,141908,1000190,00144B,0000548,1,11,1115,111503,1207,120700,305,607,5,3035,1525,1510,20014
C,20010421,141908,1000157,00144C,0000409,1,13,1301,130125,1033,103300,333,508,1,508,333,175,20014
D,20010421,112303,1000168,00113D,0000573,1,13,1301,130127,0779,077901,190,247,5,1235,950,285,20014
A,20010421,141908,1000179,00144A,0000409,1,13,1301,130125,1033,103300,333,433,1,433,333,100,20014
B,20010421,141908,1000190,00144B,0000433,1,14,1497,149797,0227,022700,416,541,6,3246,2496,750,20014
C,20010421,141908,1000157,00144C,0000548,1,11,1115,111503,1207,120700,305,397,5,1985,1525,460,20014
D,20010421,141908,1000169,00144D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20014
A,20010421,141908,1000179,00144A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263,20014
B,20010421,112303,1000189,00113B,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
C,20010421,105125,1000158,00222C,0000310,1,14,1404,140403,1148,114803,298,388,1,388,298,90,20014
D,20010421,105125,1000170,00222D,0000243,1,14,1403,140301,1525,152504,187,244,5,1220,935,285,20014
A,20010421,141908,1000179,00144A,0000433,1,14,1497,149797,0227,022700,416,541,5,2705,2080,625,20014
B,20010421,141908,1000190,00144B,0000463,1,14,1402,140211,0108,010800,333,433,5,2165,1665,500,20014
C,20010422,135021,1000159,00121C,0000497,1,11,1119,111997,0482,048203,542,705,5,3525,2710,815,20014
D,20010422,135021,1000171,00121D,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53,20014
A,20010422,135021,1000181,00121A,0000262,1,11,1110,111011,0013,001302,174,227,5,1135,870,265,20014
B,20010422,192217,1000194,00289B,0000481,1,11,1103,110301,1896,189601,98,128,6,768,588,180,20014
C,20010422,135021,1000159,00121C,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53,20014
D,20010422,135021,1000171,00121D,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20014
A,20010422,135021,1000181,00121A,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20014
B,20010422,135021,1000192,00121B,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53,20014
C,20010422,135021,1000159,00121C,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65,20014
D,20010422,135021,1000171,00121D,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20014
A,20010422,135021,1000181,00121A,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20014
B,20010422,135021,1000192,00121B,0000497,1,11,1119,111997,0482,048203,542,705,1,705,542,163,20014
C,20010422,135021,1000159,00121C,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20014
D,20010422,135021,1000171,00121D,0000428,1,11,1107,110791,0126,012600,215,280,1,280,215,65,20014
A,20010422,135021,1000181,00121A,0000428,1,11,1107,110791,0126,012600,215,280,3,840,645,195,20014
B,20010422,135021,1000192,00121B,0000428,1,11,1107,110791,0126,012600,215,280,2,560,430,130,20014
C,20010422,142959,1000160,00231C,0000398,1,11,1104,110409,1193,119302,471,702,1,702,471,231,20014
D,20010422,142959,1000172,00231D,0000306,1,13,1301,130135,0536,053604,288,375,1,375,288,87,20014
A,20010422,142959,1000182,00231A,0000306,1,13,1301,130135,0536,053604,288,375,5,1875,1440,435,20014
B,20010422,135021,1000192,00121B,0000552,1,14,1406,140697,0949,094901,307,400,1,400,307,93,20014
C,20010422,142959,1000160,00231C,0000306,1,13,1301,130135,0536,053604,288,410,1,410,288,122,20014
D,20010422,142959,1000172,00231D,0000398,1,11,1104,110409,1193,119302,471,613,5,3065,2355,710,20014
A,20010422,142959,1000182,00231A,0000398,1,11,1104,110409,1193,119302,471,613,4,2452,1884,568,20014
B,20010422,142959,1000193,00231B,0000306,1,13,1301,130135,0536,053604,288,537,1,537,288,249,20014
B,20010422,142959,1000193,00231B,0000398,1,11,1104,110409,1193,119302,471,613,1,613,471,142,20014
B,20010422,192217,1000194,00289B,0000262,1,11,1110,111011,0013,001302,174,227,1,227,174,53,20014
B,20010422,192217,1000194,00289B,0000467,1,11,1101,110115,0508,050800,173,274,5,1370,865,505,20014
B,20010422,192217,1000194,00289B,0000172,1,14,1404,140497,1944,194405,309,402,1,402,309,93,20014
B,20010422,192217,1000194,00289B,0000555,1,11,1119,111997,1558,155803,93,165,4,660,372,288,20014
B,20010422,192217,1000194,00289B,0000236,1,13,1304,130497,1468,146801,301,392,1,392,301,91,20014
B,20010422,192217,1000194,00289B,0000431,1,11,1101,110129,1705,170502,207,270,1,270,207,63,20014
B,20010422,192217,1000194,00289B,0000451,1,11,1110,111015,1548,154802,227,296,1,296,227,69,20014
B,20010422,192217,1000194,00289B,0000521,1,11,1103,110303,1080,108004,254,331,1,331,254,77,20014
B,20010422,192217,1000194,00289B,0000444,1,11,1116,111603,0315,031501,419,545,1,545,419,126,20014
B,20010422,192217,1000194,00289B,0000441,1,11,1110,111007,0713,071300,296,385,1,385,296,89,20014
C,20010423,113104,1000165,00201C,0000198,1,11,1112,111205,0901,090101,181,236,1,236,181,55,20014
D,20010423,113104,1000177,00201D,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68,20014
A,20010423,113104,1000187,00201A,0000481,1,11,1103,110301,1896,189601,98,128,5,640,490,150,20014
B,20010423,184521,1000196,00088B,0000362,1,11,1119,111901,0171,017104,222,289,1,289,222,67,20014
C,20010423,184521,1000162,00088C,0000443,1,13,1301,130121,1886,188600,395,514,1,514,395,119,20014
D,20010423,113104,1000177,00201D,0000481,1,11,1103,110301,1896,189601,98,128,3,384,294,90,20014
A,20010423,113104,1000187,00201A,0000198,1,11,1112,111205,0901,090101,181,236,5,1180,905,275,20014
B,20010423,113104,1000199,00201B,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20014
C,20010423,113104,1000165,00201C,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83,20014
D,20010423,113104,1000177,00201D,0000198,1,11,1112,111205,0901,090101,181,236,5,1180,905,275,20014
A,20010423,113104,1000187,00201A,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
B,20010423,113104,1000199,00201B,0000493,1,11,1113,111305,1755,175504,274,357,5,1785,1370,415,20014
C,20010423,113104,1000165,00201C,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68,20014
D,20010423,113104,1000177,00201D,0000493,1,11,1113,111305,1755,175504,274,357,1,357,274,83,20014
A,20010423,113104,1000187,00201A,0000277,1,11,1103,110303,1193,119305,225,293,1,293,225,68,20014
B,20010423,113104,1000199,00201B,0000299,1,11,1110,111003,0565,056500,222,415,1,415,222,193,20014
C,20010423,113104,1000165,00201C,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
D,20010423,113104,1000177,00201D,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67,20014
A,20010423,113104,1000187,00201A,0000493,1,11,1113,111305,1755,175504,274,512,6,3072,1644,1428,20014
B,20010423,113104,1000199,00201B,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
C,20010423,113104,1000165,00201C,0000194,1,11,1121,112111,0321,032101,246,320,5,1600,1230,370,20014
D,20010423,113104,1000177,00201D,0000446,1,11,1115,111503,0931,093101,328,427,1,427,328,99,20014
A,20010423,113104,1000187,00201A,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20014
B,20010423,113104,1000199,00201B,0000198,1,11,1112,111205,0901,090101,181,334,1,334,181,153,20014
C,20010423,113104,1000165,00201C,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30,20014
D,20010423,113104,1000177,00201D,0000194,1,11,1121,112111,0321,032101,246,320,1,320,246,74,20014
A,20010423,113104,1000187,00201A,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67,20014
B,20010423,160600,1000198,00180B,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55,20014
C,20010423,113104,1000165,00201C,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67,20014
D,20010423,160600,1000176,00180D,0000514,1,11,1115,111597,0545,054503,103,134,5,670,515,155,20014
A,20010423,160600,1000186,00180A,0000474,1,11,1118,111897,1812,181200,190,247,1,247,190,57,20014
B,20010423,160600,1000198,00180B,0000484,1,11,1105,110509,1221,122103,180,346,1,346,180,166,20014
C,20010423,160600,1000164,00180C,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55,20014
D,20010423,160600,1000176,00180D,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
A,20010423,160600,1000186,00180A,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
B,20010423,160600,1000198,00180B,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
C,20010423,160600,1000164,00180C,0000380,1,11,1121,112105,0109,010905,209,272,5,1360,1045,315,20014
D,20010423,160600,1000176,00180D,0000484,1,11,1105,110509,1221,122103,180,234,1,234,180,54,20014
A,20010423,160600,1000186,00180A,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20014
B,20010423,160600,1000198,00180B,0000482,1,11,1119,111997,0844,084400,285,371,3,1113,855,258,20014
C,20010423,160600,1000164,00180C,0000442,1,11,1101,110197,0266,026600,240,373,1,373,240,133,20014
D,20010423,160600,1000176,00180D,0000442,1,11,1101,110197,0266,026600,240,399,6,2394,1440,954,20014
A,20010423,160600,1000186,00180A,0000427,1,11,1105,110503,1032,103200,305,397,4,1588,1220,368,20014
B,20010423,160600,1000198,00180B,0000474,1,11,1118,111897,1812,181200,190,247,3,741,570,171,20014
C,20010423,160600,1000164,00180C,0000484,1,11,1105,110509,1221,122103,180,272,7,1904,1260,644,20014
D,20010423,160600,1000176,00180D,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20014
A,20010423,160600,1000186,00180A,0000442,1,11,1101,110197,0266,026600,240,607,1,607,240,367,20014
B,20010423,160600,1000198,00180B,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20014
C,20010423,160600,1000164,00180C,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
D,20010423,160600,1000176,00180D,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20014
A,20010423,160600,1000186,00180A,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
B,20010423,160600,1000198,00180B,0000427,1,11,1105,110503,1032,103200,305,535,1,535,305,230,20014
C,20010423,160600,1000164,00180C,0000427,1,11,1105,110503,1032,103200,305,397,1,397,305,92,20014
D,20010423,160600,1000176,00180D,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55,20014
A,20010423,160600,1000186,00180A,0000484,1,11,1105,110509,1221,122103,180,452,1,452,180,272,20014
B,20010423,160600,1000198,00180B,0000442,1,11,1101,110197,0266,026600,240,379,5,1895,1200,695,20014
C,20010423,160600,1000164,00180C,0000514,1,11,1115,111597,0545,054503,103,134,7,938,721,217,20014
D,20010423,160600,1000176,00180D,0000482,1,11,1119,111997,0844,084400,285,371,1,371,285,86,20014
A,20010423,160600,1000186,00180A,0000514,1,11,1115,111597,0545,054503,103,134,1,134,103,31,20014
B,20010423,160600,1000198,00180B,0000514,1,11,1115,111597,0545,054503,103,134,1,134,103,31,20014
C,20010423,160600,1000164,00180C,0000474,1,11,1118,111897,1812,181200,190,247,5,1235,950,285,20014
D,20010423,160600,1000176,00180D,0000474,1,11,1118,111897,1812,181200,190,247,1,247,190,57,20014
A,20010423,160600,1000186,00180A,0000634,1,11,1115,111503,0554,055401,183,238,1,238,183,55,20014
B,20010423,160837,1000197,00098B,0000573,1,13,1301,130127,0779,077901,190,368,1,368,190,178,20014
C,20010423,160600,1000164,00180C,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20014
D,20010423,160837,1000175,00098D,0000300,1,11,1101,110117,1006,100601,238,367,1,367,238,129,20014
A,20010423,160837,1000185,00098A,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72,20014
B,20010423,160837,1000197,00098B,0000342,1,14,1401,140115,0147,014700,332,432,1,432,332,100,20014
C,20010423,160837,1000163,00098C,0000300,1,11,1101,110117,1006,100601,238,310,1,310,238,72,20014
D,20010423,160837,1000175,00098D,0000417,1,11,1107,110703,0442,044204,395,514,6,3084,2370,714,20014
A,20010423,160837,1000185,00098A,0000573,1,13,1301,130127,0779,077901,190,247,1,247,190,57,20014
B,20010423,160837,1000197,00098B,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78,20014
