顧客,日付,日数
00178C,20010216,45
00178C,20010216,45
00178C,20010216,45
00178C,20010216,45
00178C,20010216,45
00178C,20010216,45
00178C,20010306,63
00178C,20010306,63
00178C,20010306,63
00178C,20010306,63
00178C,20010306,63
00178D,20010216,45
00178D,20010216,45
00178D,20010216,45
00178D,20010216,45
00178D,20010216,45
00178D,20010216,45
00178D,20010216,45
00178D,20010306,63
00178D,20010306,63
00178D,20010306,63
00178D,20010306,63
00178D,20010306,63
00179A,20010203,32
00179A,20010205,34
00179A,20010205,34
00179A,20010417,105
00179A,20010417,105
00179A,20010417,105
00179A,20010417,105
00179A,20010417,105
00179A,20010417,105
00179A,20010417,105
00179A,20010417,105
00179B,20010203,32
00179B,20010205,34
00179B,20010205,34
00179B,20010417,105
00179B,20010417,105
00179B,20010417,105
00179B,20010417,105
00179B,20010417,105
00179B,20010417,105
00179B,20010417,105
00179B,20010417,105
00179C,20010203,32
00179C,20010205,34
00179C,20010205,34
00179C,20010417,105
00179C,20010417,105
00179C,20010417,105
00179C,20010417,105
00179C,20010417,105
00179C,20010417,105
00179C,20010417,105
00179C,20010417,105
00179D,20010203,32
00179D,20010205,34
00179D,20010205,34
00179D,20010417,105
00179D,20010417,105
00179D,20010417,105
00179D,20010417,105
00179D,20010417,105
00179D,20010417,105
00179D,20010417,105
00179D,20010417,105
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010216,45
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010322,79
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010423,111
00180A,20010508,126
00180A,20010508,126
00180A,20010508,126
00180A,20010508,126
00180A,20010508,126
00180A,20010508,126
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010620,169
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20010720,199
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011027,298
00180A,20011101,303
00180A,20011101,303
00180A,20011101,303
00180A,20011101,303
00180A,20011101,303
00180A,20011101,303
00180A,20011101,303
00180A,20011101,303
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180A,20011128,330
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010216,45
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010322,79
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010423,111
00180B,20010508,126
00180B,20010508,126
00180B,20010508,126
00180B,20010508,126
00180B,20010508,126
00180B,20010508,126
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010620,169
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20010720,199
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011027,298
00180B,20011101,303
00180B,20011101,303
00180B,20011101,303
00180B,20011101,303
00180B,20011101,303
00180B,20011101,303
00180B,20011101,303
00180B,20011101,303
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180B,20011128,330
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010216,45
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010322,79
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010423,111
00180C,20010508,126
00180C,20010508,126
00180C,20010508,126
00180C,20010508,126
00180C,20010508,126
00180C,20010508,126
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010620,169
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20010720,199
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011027,298
00180C,20011101,303
00180C,20011101,303
00180C,20011101,303
00180C,20011101,303
00180C,20011101,303
00180C,20011101,303
00180C,20011101,303
00180C,20011101,303
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180C,20011128,330
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010216,45
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010322,79
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010423,111
00180D,20010508,126
00180D,20010508,126
00180D,20010508,126
00180D,20010508,126
00180D,20010508,126
00180D,20010508,126
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010620,169
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20010720,199
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011027,298
00180D,20011101,303
00180D,20011101,303
00180D,20011101,303
00180D,20011101,303
00180D,20011101,303
00180D,20011101,303
00180D,20011101,303
00180D,20011101,303
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00180D,20011128,330
00181A,20010125,23
00181A,20010125,23
00181A,20010125,23
00181A,20010125,23
00181A,20010125,23
00181A,20010211,40
00181A,20010211,40
00181A,20010211,40
00181A,20010213,42
00181A,20010213,42
00181A,20010213,42
00181A,20010430,118
00181A,20010430,118
00181A,20010430,118
00181A,20010430,118
00181A,20010430,118
00181A,20010430,118
00181A,20010702,181
00181A,20010702,181
00181A,20010702,181
00181A,20010702,181
00181A,20010702,181
00181A,20010702,181
00181A,20010702,181
00181A,20010818,228
00181A,20010818,228
00181A,20010818,228
00181A,20010818,228
00181A,20010818,228
00181A,20010818,228
00181A,20010818,228
00181B,20010125,23
00181B,20010125,23
00181B,20010125,23
00181B,20010125,23
00181B,20010125,23
00181B,20010211,40
00181B,20010211,40
00181B,20010211,40
00181B,20010213,42
00181B,20010213,42
00181B,20010213,42
00181B,20010430,118
00181B,20010430,118
00181B,20010430,118
00181B,20010430,118
00181B,20010430,118
00181B,20010430,118
00181B,20010702,181
00181B,20010702,181
00181B,20010702,181
00181B,20010702,181
00181B,20010702,181
00181B,20010702,181
00181B,20010702,181
00181B,20010818,228
00181B,20010818,228
00181B,20010818,228
00181B,20010818,228
00181B,20010818,228
00181B,20010818,228
00181B,20010818,228
00181C,20010125,23
00181C,20010125,23
00181C,20010125,23
00181C,20010125,23
00181C,20010125,23
00181C,20010211,40
00181C,20010211,40
00181C,20010211,40
00181C,20010213,42
00181C,20010213,42
00181C,20010213,42
00181C,20010430,118
00181C,20010430,118
00181C,20010430,118
00181C,20010430,118
00181C,20010430,118
00181C,20010430,118
00181C,20010702,181
00181C,20010702,181
00181C,20010702,181
00181C,20010702,181
00181C,20010702,181
00181C,20010702,181
00181C,20010702,181
00181C,20010818,228
00181C,20010818,228
00181C,20010818,228
00181C,20010818,228
00181C,20010818,228
00181C,20010818,228
00181C,20010818,228
00181D,20010125,23
00181D,20010125,23
00181D,20010125,23
00181D,20010125,23
00181D,20010125,23
00181D,20010211,40
00181D,20010211,40
00181D,20010211,40
00181D,20010213,42
00181D,20010213,42
00181D,20010213,42
00181D,20010430,118
00181D,20010430,118
00181D,20010430,118
00181D,20010430,118
00181D,20010430,118
00181D,20010430,118
00181D,20010702,181
00181D,20010702,181
00181D,20010702,181
00181D,20010702,181
00181D,20010702,181
00181D,20010702,181
00181D,20010702,181
00181D,20010818,228
00181D,20010818,228
00181D,20010818,228
00181D,20010818,228
00181D,20010818,228
00181D,20010818,228
00181D,20010818,228
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010306,63
00182A,20010729,208
00182A,20010729,208
00182A,20010729,208
00182A,20010729,208
00182A,20010729,208
00182A,20010911,252
00182A,20010911,252
00182A,20010911,252
00182A,20010911,252
00182A,20010911,252
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20010924,265
00182A,20011109,311
00182A,20011109,311
00182A,20011109,311
00182A,20011109,311
00182A,20011109,311
00182A,20011109,311
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011116,318
00182A,20011202,334
00182A,20011202,334
00182A,20011202,334
00182A,20011202,334
00182A,20011202,334
00182A,20011202,334
00182A,20011202,334
00182A,20011202,334
00182A,20011228,360
00182A,20011228,360
00182A,20011228,360
00182A,20011228,360
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010306,63
00182B,20010729,208
00182B,20010729,208
00182B,20010729,208
00182B,20010729,208
00182B,20010729,208
00182B,20010911,252
00182B,20010911,252
00182B,20010911,252
00182B,20010911,252
00182B,20010911,252
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20010924,265
00182B,20011109,311
00182B,20011109,311
00182B,20011109,311
00182B,20011109,311
00182B,20011109,311
00182B,20011109,311
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011116,318
00182B,20011202,334
00182B,20011202,334
00182B,20011202,334
00182B,20011202,334
00182B,20011202,334
00182B,20011202,334
00182B,20011202,334
00182B,20011202,334
00182B,20011228,360
00182B,20011228,360
00182B,20011228,360
00182B,20011228,360
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010306,63
00182C,20010729,208
00182C,20010729,208
00182C,20010729,208
00182C,20010729,208
00182C,20010729,208
00182C,20010911,252
00182C,20010911,252
00182C,20010911,252
00182C,20010911,252
00182C,20010911,252
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20010924,265
00182C,20011109,311
00182C,20011109,311
00182C,20011109,311
00182C,20011109,311
00182C,20011109,311
00182C,20011109,311
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011116,318
00182C,20011202,334
00182C,20011202,334
00182C,20011202,334
00182C,20011202,334
00182C,20011202,334
00182C,20011202,334
00182C,20011202,334
00182C,20011202,334
00182C,20011228,360
00182C,20011228,360
00182C,20011228,360
00182C,20011228,360
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010306,63
00182D,20010729,208
00182D,20010729,208
00182D,20010729,208
00182D,20010729,208
00182D,20010729,208
00182D,20010911,252
00182D,20010911,252
00182D,20010911,252
00182D,20010911,252
00182D,20010911,252
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20010924,265
00182D,20011109,311
00182D,20011109,311
00182D,20011109,311
00182D,20011109,311
00182D,20011109,311
00182D,20011109,311
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011116,318
00182D,20011202,334
00182D,20011202,334
00182D,20011202,334
00182D,20011202,334
00182D,20011202,334
00182D,20011202,334
00182D,20011202,334
00182D,20011202,334
00182D,20011228,360
00182D,20011228,360
00182D,20011228,360
00182D,20011228,360
00184A,20010713,192
00184A,20010713,192
00184A,20010713,192
00184A,20010713,192
00184A,20010728,207
00184A,20010807,217
00184A,20010807,217
00184A,20010817,227
00184A,20010817,227
00184A,20010817,227
00184A,20010817,227
00184A,20010817,227
00184A,20010818,228
00184A,20010822,232
00184A,20010822,232
00184A,20010822,232
00184A,20010822,232
00184A,20010913,254
00184A,20010913,254
00184A,20010923,264
00184A,20010923,264
00184A,20010923,264
00184A,20010923,264
00184A,20010923,264
00184A,20010923,264
00184A,20010923,264
00184A,20010923,264
00184A,20011014,285
00184A,20011014,285
00184A,20011014,285
00184A,20011014,285
00184A,20011027,298
00184A,20011027,298
00184A,20011027,298
00184A,20011027,298
00184A,20011108,310
00184A,20011112,314
00184A,20011202,334
00184A,20011214,346
00184A,20011214,346
00184B,20010713,192
00184B,20010713,192
00184B,20010713,192
00184B,20010713,192
00184B,20010728,207
00184B,20010807,217
00184B,20010807,217
00184B,20010817,227
00184B,20010817,227
00184B,20010817,227
00184B,20010817,227
00184B,20010817,227
00184B,20010818,228
00184B,20010822,232
00184B,20010822,232
00184B,20010822,232
00184B,20010822,232
00184B,20010913,254
00184B,20010913,254
00184B,20010923,264
00184B,20010923,264
00184B,20010923,264
00184B,20010923,264
00184B,20010923,264
00184B,20010923,264
00184B,20010923,264
00184B,20010923,264
00184B,20011014,285
00184B,20011014,285
00184B,20011014,285
00184B,20011014,285
00184B,20011027,298
00184B,20011027,298
00184B,20011027,298
